217
0,003431544
-0,05561841
-0,08218139
-0,07298186
0,02178844
0,01246518
-0,07442396
0,01158205
0,09059975
-0,09199164
-0,0219719
0,04982791
-0,005435765
-0,08827382
-0,01998156
-0,06101764
0,05915456
0,06099977
0,01475731
0,04999842
0,09784632
0,01436373
0,02605981
-0,09984618
0,05873394
0,08861942
-0,0848173
0,09339835
0,04402284
0,04673443
0,07286639
-0,08722565
0,03381354
0,06235258
-0,02756337
0,07352109
-0,005741939
0,09017418
0,02898071
-0,07246182
0,01502515
0,02490507
-0,07760157
0,01705037
0,08760881
0,04872269
0,06760985
0,08656373
-0,05855689
0,08949513
0,009110227
-0,09509339
0,03802371
-0,0237202
0,07043471
0,09939259
-0,02928613
0,03563919
-0,07634137
-0,05314571
-0,09673243
-0,08349182
0,04028594
0,008596078
0,0434011
-0,07453228
-0,0357678
0,01770073
0,0347783
0,01787301
-0,003990158
0,05299766
-0,08608665
0,07477815
0,04935796
-0,03150188
-0,01865543
-0,008145846
0,07948368
-0,04402602
0,08578694
0,03726632
0,05057067
-0,04443282
-0,03418235
-0,03056456
-0,01444651
0,07176525
0,01819767
-0,009184018
-0,05107827
-0,01010416
-0,03787983
0,0192536
-0,01981761
0,04051602
0,06903452
0,04882374
0,07184964
-0,0771826
0,07467105
0,001521692
0,06031217
0,09827095
0,08727985
-0,01218039
0,07780284
0,02395381
0,0966505
0,01187817
0,05519385
-0,06596858
-0,04676846
0,03281183
0,06786007
-0,04726978
0,01199587
0,08341324
0,001651064
-0,09927342
0,01528507
0,008143201
-0,06389778
0,0391021
-0,08026757
-0,03273829
0,02223486
-0,08873289
0,04488451
-0,03729495
-0,0950978
0,07142043
-0,03274254
0,0003913268
0,09925855
-0,01439313
-0,02724437
-0,06880075
0,09703619
0,05410113
-0,09934201
0,08493371
0,01595923
0,01067253
0,02584984
0,04317541
0,08200961
-0,01967982
0,05876768
-0,06297171
-0,08315647
-0,06878711
0,06576414
-0,04762772
-0,002642691
-0,06779442
-0,07720833
0,03968885
-0,0588047
0,02458364
0,004763424
0,07802486
0,005078971
-0,05682719
-0,04365369
0,09817327
-0,004263125
-0,04673267
-0,06581912
-0,04643079
0,003409542
0,04803352
-0,05577657
0,09887626
-0,006044902
-0,05964317
-0,003982916
-0,01418215
-0,04503862
-0,09176693
0,02036086
0,05164232
0,03442659
-0,03415102
-0,03329555
0,01271933
0,09475601
0,07046616
-0,03549372
0,06530885
-0,04809534
-0,09220064
-0,04388896
0,08000832
-0,05059183
0,03718
0,0689432
-0,01786195
-0,01842497
-0,01109878
-0,04724173
0,04538612
0,05414369
-0,01507141
-0,08518995
-0,07383714
-0,00319282
0,002072588
0,09403469
-0,06583471
-0,07390714
-0,03638891
0,01361281
-0,05677631
-0,08058061
-0,02725166
-0,0885231
-0,02101241
-0,0712127
-0,03749429
-0,05466297
0,09189243
0,08405936
-0,05611635
-0,003111757
-0,03833324
-0,02591294
-0,08128936
-0,005400598
0,07067984
-0,09478069
0,05867944
-0,0958255
0,01943833
-0,02781145
0,06341021
0,07282176
0,03700953
-0,04219957
0,06468038
-0,06328654
0,0929452
-0,04858264
0,06573825
-0,07652793
-0,01095591
-0,03882229
0,09169235
0,03798926
-0,06687634
-0,05881935
0,0173376
0,03869061
0,06426384
0,07717533
0,04397633
0,03067364
0,09854449
-0,09717744
-0,04977489
0,06635416
-0,07423878
0,09973023
0,08303688
-0,07848697
-0,06166344
-0,02927371
-0,09117395
-0,03940586
-0,01316823
-0,001280084
-0,07925481
-0,09779102
0,09830119
-0,07319333
-0,05394159
-0,06935101
4,841387E-05
-0,02825507
-0,08442578
-0,0354302
0,0840246
-0,02046873
0,04402082
0,06954425
0,009914599
0,01201914
-0,02299372
-0,005764663
-0,07612906
0,07121003
0,02188653
-0,09432168
-0,06338038
0,09365676
0,0627135
0,01826946
-0,0661051
-0,04687781
0,03903546
-0,02244548
0,002685726
-0,05735404
-0,006499588
0,02152447
0,07946152
0,01647371
0,0114673
0,05161278
-0,08333497
-0,0245644
-0,01629952
-0,01192032
-0,07167996
-0,06846559
0,06564412
-0,04292058
0,005548343
-0,0649868
-0,07027473
0,0916161
-0,06508417
-0,05449133
0,05281348
-0,04587788
0,05161183
0,06746724
0,09313159
-0,06659336
-0,04080311
0,05450811
0,03631935
0,07824278
0,07323366
0,02121397
-0,07667682
-0,06673958
-0,01584069
-0,07421205
0,09082177
-0,09336878
0,01640121
-0,07006373
0,0783061
0,02417932
0,04112034
-0,04582173
-0,09392367
-0,0503233
0,04433944
0,05079336
-0,0233307
0,009818591
-0,0447048
0,06924939
-0,01785437
0,04881329
-0,05478329
0,04261138
0,09309182
0,02673287
-0,004301727
-0,06960959
-0,06063981
0,05810452
0,03245387
0,09698766
0,03840892
0,0485769
0,05993144
0,07735348
0,08926127
0,0116892
-0,04803986
0,001663864
-0,06907339
-0,08829799
0,02132574
0,08382034
0,09152894
0,09471052
0,04728362
0,05203468
0,05757225
-0,02803048
-0,07294967
0,02943139
-0,03214561
-0,02479323
0,04010932
0,06043288
0,006291948
0,07751317
0,06274075
0,06967213
0,05094719
-0,06293549
0,0208053
-0,004355609
-0,001575932
-0,01297754
0,09109209
0,03579809
-0,09893943
-0,02707023
0,02083532
0,06312885
-0,08745604
-0,03534282
0,004072987
-0,08430848
-0,003163375
0,06280441
-0,08344028
0,02164918
-0,05602811
0,0207461
-0,0541945
0,03511641
0,02974071
-0,01429106
0,06119106
0,06648371
0,06822085
-0,007858455
0,06121816
0,05581047
0,03652143
-0,09684739
-0,002499782
0,08977482
0,09191325
0,0810458
-0,0900928
-0,09788463
-0,07984998
-0,0937549
0,05081525
-0,08401383
-0,07422163
-0,03840775
-0,02804111
0,001790538
0,06095648
-0,01538207
0,009964548
0,07684173
-0,08906437
0,0518671
-0,08721001
-5,07459E-05
0,09682205
0,0923074
-0,09327374
-0,06193621
0,06318891
0,05966234
-0,08162618
-0,06557114
-0,03438662
0,09426954
0,03899982
-0,00511767
0,09885455
0,03630564
-0,02335793
-0,01696619
0,05959594
-0,06948359
-0,04219202
-0,03515888
-0,09626565
0,0674973
0,06890123
0,02457377
-0,06028173
-0,0489529
-0,02788726
0,09966511
-0,07737858
0,01763631
-0,007144272
-0,04362727
0,0741322
0,07484195
0,02506406
0,06449521
0,08963144
0,03160293
-0,01589481
0,09758665
-0,08434918
0,07142732
0,03442833
0,03268351
0,05016155
0,06221268
0,05969781
-0,09028838
0,07577326
0,05378654
0,02980571
-0,05012307
0,07464673
-0,0825511
0,03682873
0,0375993
-0,04155005
-0,02151839
0,0239493
-0,05437698
-0,008360758
0,06576815
0,0426842
-0,03377689
-0,03792023
-0,01632746
0,01249796
0,0512356
0,09945156
0,00135573
0,07465548
0,06650233
-0,04321543
-0,09178927
-0,03264667
-0,07915383
0,04675867
0,004688203
0,076338
0,05592191
-0,002601489
-0,03918112
0,02138118
-0,08560417
-0,001828685
0,008406058
0,02704889
-0,05134053
0,06466804
-0,03322006
-0,08552199
-0,006700695
-0,05464119
-0,06073422
0,06165034
-0,04671251
-0,02641722
0,08571246
0,03775311
-0,04116654
0,0934744
-0,05133695
0,04959542
0,08157187
-0,07311786
0,02118212
0,01979407
-0,047448
-0,08555012
0,09692981
-0,05267272
0,003117047
-0,03710009
-0,06235302
-0,05653379
0,02666001
-0,01830195
-0,09275752
-0,03601981
-0,06639063
-0,07119343
-0,06693649
0,06236565
0,02508514
0,02322243
0,02225505
0,05402679
0,02537412
0,07868924
-0,05008388
0,02646988
-0,0416778
-0,04751536
0,06364179
0,07758737
-0,02242722
0,05868787
0,04052057
-0,08537767
0,08410752
-0,06603503
-0,06291885
0,07565457
0,05306039
-0,05789707
0,006743491
-0,06011889
0,05937424
-0,02935191
-0,03533968
-0,0371214
0,09512473
-0,07063165
-0,09395228
-0,08798466
-0,00680314
0,07892387
0,09342446
-0,08805253
-0,07434855
-0,0053785
-0,08290023
0,04491594
0,01275867
-0,09430947
-0,03166934
0,08111177
-0,01205608
-0,004277408
-0,05876737
0,07121911
-0,08222968
0,05552757
0,07666571
-0,08660855
0,0004205108
0,03076565
-0,02248112
-0,09297838
-0,06186252
0,009647429
-0,0508791
0,0610645
-0,03649331
0,05807085
-0,02982217
-0,08697761
-0,08191066
-0,02185808
-0,01178259
-0,01686438
-0,05752259
0,01041974
-0,07324231
-0,09420944
-0,02509112
0,07281286
-0,0489304
-0,0195903
-0,08634526
