5
136
-0.200709 ; -0.991799
-0.544485 ; 0.0592042
-0.551564 ; -0.989185
-0.179617 ; -0.941451
0.111629 ; -0.999631
-0.952368 ; 0.172778
0.722034 ; 0.853539
0.542179 ; -0.520369
0.940019 ; -0.992377
0.946129 ; 0.469813
0.613638 ; 0.396278
0.966905 ; -0.271962
-0.718 ; -0.991768
0.0646371 ; 0.598422
0.32429 ; -0.997095
0.80178 ; -0.0615866
-0.944153 ; -0.722333
0.386474 ; 0.263312
-0.990381 ; -0.861284
0.303181 ; -0.937558
0.412982 ; -0.596089
-0.784053 ; 0.952481
0.794268 ; -0.163865
0.964922 ; -0.991394
-0.719968 ; -0.934725
-0.0426809 ; -0.890237
0.638425 ; -0.947114
-0.974332 ; 0.942881
-0.906676 ; -0.851581
-0.765902 ; -0.883148
-0.998922 ; 0.477982
-0.10161 ; -0.676831
0.967337 ; -0.978646
-0.870167 ; -0.341838
-0.350703 ; -0.878517
-0.9053 ; -0.757272
0.0538893 ; 0.502544
0.758494 ; 0.720268
-0.643503 ; -0.0529796
0.727972 ; -0.995613
-0.0712378 ; -0.753884
-0.523236 ; -0.919361
-0.989228 ; 0.632024
-0.958478 ; 0.726096
0.458904 ; -0.592997
0.322485 ; -0.80175
-0.305094 ; -0.851308
0.618894 ; 0.323977
0.784833 ; -0.956456
0.373163 ; -0.418607
0.372993 ; -0.0019336
-0.0918502 ; -0.226409
0.867766 ; -0.807251
-0.397283 ; -0.355325
-0.0809506 ; -0.0703869
0.398991 ; -0.99946
0.877851 ; -0.2047
0.679537 ; 0.107917
0.621001 ; 0.303215
0.567691 ; -0.355496
-0.838939 ; -0.609046
0.320304 ; -0.0120957
-0.779514 ; -0.795635
0.588944 ; -0.705777
0.215585 ; -0.0868305
-0.545964 ; -0.999743
0.62669 ; -0.877319
0.999764 ; -0.978805
-0.278679 ; -0.134278
0.18533 ; 0.199209
0.0152126 ; 0.149376
0.823974 ; -0.949262
0.951515 ; -0.940936
-0.565856 ; -0.932759
0.854888 ; -0.845085
-0.20428 ; 0.688666
0.234298 ; -0.81443
-0.913259 ; -0.268275
-0.951546 ; 0.921966
-0.71275 ; -0.482432
0.0418581 ; 0.817478
0.92968 ; -0.361351
-0.9688 ; -0.0561795
0.845914 ; -0.971471
0.122858 ; 0.991465
0.801315 ; -0.853884
-0.846878 ; -0.995265
0.735295 ; -0.99385
-0.979802 ; -0.810713
-0.390593 ; -0.698454
0.984767 ; -0.682316
0.997324 ; -0.999633
-0.999487 ; -0.631012
-0.98769 ; 0.981922
0.88366 ; -0.967233
-0.954287 ; -0.187778
0.175154 ; 0.877461
0.921169 ; 0.728859
-0.761825 ; -0.754355
0.597432 ; -0.780924
-0.946912 ; -0.834575
0.436932 ; 0.608254
0.17269 ; 0.85337
-0.996148 ; 0.229745
